id,text,label
707,buy winner cash discount lottery update work,spam
708,cash lottery winner deal free schedule update,spam
709,winner cash offer free deal update deadline,spam
710,schedule team meeting meeting work deal free,not spam
711,work project schedule meeting team offer offer,not spam
712,update update report schedule schedule cash discount,not spam
713,discount cash money discount free update team,spam
714,report meeting deadline task deadline winner free,not spam
715,discount cash discount free offer task task,spam
716,free winner free urgent offer update update,spam
717,work deadline work schedule project offer deal,not spam
718,discount deal lottery cash buy deadline report,spam
719,buy urgent winner offer buy project meeting,spam
720,offer discount cash free cash project project,spam
721,offer winner free buy urgent team report,spam
722,schedule report schedule project task money money,not spam
723,project update schedule update schedule urgent money,not spam
724,deal cash cash discount free update update,spam
725,team team task update team cash urgent,not spam
726,urgent winner deal winner offer schedule task,spam
727,money free free lottery free update task,spam
728,work meeting project task task cash deal,not spam
729,discount urgent lottery winner winner work meeting,spam
730,free winner free winner buy team report,spam
731,free winner urgent money lottery meeting report,spam
732,update deadline team assignment update offer free,not spam
733,winner free cash free buy work meeting,spam
734,cash deal lottery offer offer deadline assignment,spam
735,task task deadline assignment assignment lottery money,not spam
736,deadline work task work schedule urgent cash,not spam
737,money discount winner discount urgent team meeting,spam
738,lottery discount winner deal offer task update,spam
739,free lottery deal cash offer project team,spam
740,money urgent discount winner buy team assignment,spam
741,meeting schedule report project update offer discount,not spam
742,team work update report meeting discount buy,not spam
743,deal lottery buy buy winner assignment assignment,spam
744,task task work assignment task lottery lottery,not spam
745,lottery cash free free urgent task update,spam
746,update assignment work schedule assignment free money,not spam
747,meeting deadline project update update offer money,not spam
748,free discount offer money deal schedule deadline,spam
749,task meeting project project report money free,not spam
750,work assignment assignment meeting meeting offer buy,not spam
751,task meeting project meeting task free cash,not spam
752,project report report work deadline free deal,not spam
753,meeting work meeting team team discount deal,not spam
754,money discount offer winner money assignment schedule,spam
755,lottery cash buy buy buy meeting team,spam
756,discount money urgent deal buy team assignment,spam
757,team project team meeting report cash buy,not spam
758,offer discount winner lottery offer schedule assignment,spam
759,assignment project deadline team task buy urgent,not spam
760,update update deadline assignment assignment discount winner,not spam
761,money deal lottery discount offer report update,spam
762,task work task deadline update offer winner,not spam
763,buy money free winner money deadline team,spam
764,money discount winner winner money task deadline,spam
765,urgent urgent urgent free money update meeting,spam
766,buy free urgent money free report team,spam
767,offer discount lottery urgent lottery task meeting,spam
768,meeting team work project meeting lottery cash,not spam
